,BTC-USD,^GSPC,^VIX,DX-Y.NYB,US10Y,BREAKEVEN,BTC_ret,SPX_ret
2019-03-18,4032.50732421875,2832.93994140625,13.100000381469727,96.5199966430664,2.6,1.96,0.018075687387465456,0.0037059469012648005
2019-03-19,4071.190185546875,2832.570068359375,13.5600004196167,96.37999725341797,2.61,1.95,0.009592756619634768,-0.0001305615560248663
2019-03-20,4087.476318359375,2824.22998046875,13.90999984741211,95.76000213623047,2.54,1.96,0.004000337019458566,-0.0029443536044478913
2019-03-21,4029.326904296875,2854.8798828125,13.630000114440918,96.5,2.54,1.96,-0.014226238767748978,0.010852481049954399
2019-03-22,4023.96826171875,2800.7099609375,16.479999542236328,96.6500015258789,2.44,1.9,-0.0013299101079167208,-0.018974501239482744
2019-03-25,3963.070556640625,2798.360107421875,16.329999923706055,96.56999969482422,2.43,1.88,-0.01513374388597033,-0.000839020658475631
2019-03-26,3985.080810546875,2818.4599609375,14.680000305175781,96.73999786376953,2.41,1.86,0.00555383851780511,0.007182725862306283
2019-03-27,4087.066162109375,2805.3701171875,15.149999618530273,96.7699966430664,2.39,1.84,0.025591790081793686,-0.0046443248906916645
2019-03-28,4069.107177734375,2815.43994140625,14.430000305175781,97.19999694824219,2.39,1.83,-0.00439410170099408,0.003589481529391092
2019-03-29,4098.37451171875,2834.39990234375,13.710000038146973,97.27999877929688,2.41,1.88,0.007192568960710188,0.0067342800173637585
2019-04-01,4158.18310546875,2867.18994140625,13.399999618530273,97.25,2.49,1.9,0.014593247537282306,0.011568600124275408
2019-04-02,4879.8779296875,2867.239990234375,13.359999656677246,97.36000061035156,2.48,1.9,0.1735601357404375,1.745570720723677e-05
2019-04-03,4973.02197265625,2873.39990234375,13.739999771118164,97.08999633789062,2.52,1.91,0.01908737151027773,0.002148376881724312
2019-04-04,4922.798828125,2879.389892578125,13.579999923706055,97.30999755859375,2.51,1.9,-0.010099119772122078,0.0020846350796801527
2019-04-05,5036.68115234375,2892.739990234375,12.819999694824219,97.4000015258789,2.5,1.9,0.023133653881632465,0.004636432770241061
2019-04-08,5289.77099609375,2895.77001953125,13.180000305175781,97.05000305175781,2.52,1.91,0.05024932809817195,0.0010474599539205265
2019-04-09,5204.95849609375,2878.199951171875,14.279999732971191,97.01000213623047,2.51,1.91,-0.016033302776742198,-0.006067494393846573
2019-04-10,5324.5517578125,2888.2099609375,13.300000190734863,96.94999694824219,2.48,1.94,0.02297679449480783,0.0034778715639784963
2019-04-11,5064.48779296875,2888.320068359375,13.020000457763672,97.18000030517578,2.51,1.94,-0.04884241466188555,3.8123067008344336e-05
2019-04-12,5089.5390625,2907.409912109375,12.010000228881836,96.97000122070312,2.56,1.95,0.004946456691243162,0.006609324208602496
2019-04-15,5067.1083984375,2905.580078125,12.319999694824219,96.94000244140625,2.55,1.94,-0.004407209334096773,-0.0006293691084816588
2019-04-16,5235.5595703125,2907.06005859375,12.180000305175781,97.04000091552734,2.6,1.96,0.03324404347200138,0.0005093580038946222
2019-04-17,5251.93798828125,2900.449951171875,12.600000381469727,97.01000213623047,2.59,1.94,0.003128303240330199,-0.0022738117853239315
2019-04-18,5298.3857421875,2905.030029296875,12.09000015258789,97.47000122070312,2.57,1.95,0.008843926567657423,0.0015790922795098083
2019-04-19,5303.8125,2905.030029296875,12.09000015258789,97.47000122070312,2.57,1.95,0.0010242285247921146,0.0
2019-04-22,5399.365234375,2907.969970703125,12.420000076293945,97.27999877929688,2.59,1.95,0.018015858285902908,0.001012017561471401
2019-04-23,5572.3623046875,2933.679931640625,12.279999732971191,97.56999969482422,2.57,1.95,0.032040260809014454,0.008841205788409079
2019-04-24,5464.86669921875,2927.25,13.140000343322754,98.0999984741211,2.53,1.96,-0.019290850018550354,-0.002191763174733685
2019-04-25,5210.515625,2926.169921875,13.25,98.19999694824219,2.54,1.98,-0.04654296037177108,-0.0003689736527457965
2019-04-26,5279.34814453125,2939.8798828125,12.729999542236328,98.01000213623047,2.51,1.97,0.013210308630683842,0.0046852921407636305
2019-04-29,5247.3525390625,2943.030029296875,13.109999656677246,97.86000061035156,2.54,1.96,-0.006060521979762479,0.001071522174355355
2019-04-30,5350.7265625,2945.830078125,13.119999885559082,97.4800033569336,2.51,1.95,0.019700224573813152,0.0009514170090862972
2019-05-01,5402.697265625,2923.72998046875,14.800000190734863,97.69000244140625,2.52,1.93,0.009712831055362026,-0.007502163081421376
2019-05-02,5505.28369140625,2917.52001953125,14.420000076293945,97.83000183105469,2.55,1.89,0.018988001869725712,-0.0021239857917741967
2019-05-03,5768.28955078125,2945.639892578125,12.869999885559082,97.5199966430664,2.54,1.91,0.047773352676729886,0.009638279380647763
2019-05-06,5746.80712890625,2932.469970703125,15.4399995803833,97.5199966430664,2.51,1.91,-0.0037242273789966918,-0.004470988428756373
2019-05-07,5829.50146484375,2884.050048828125,19.31999969482422,97.62999725341797,2.45,1.87,0.014389613933892154,-0.016511651392423388
2019-05-08,5982.45751953125,2879.419921875,19.399999618530273,97.62000274658203,2.49,1.87,0.026238273651690402,-0.0016054253132695706
2019-05-09,6174.52880859375,2870.719970703125,19.100000381469727,97.37000274658203,2.45,1.85,0.03210575059420551,-0.0030214249424966866
2019-05-10,6378.84912109375,2881.39990234375,16.040000915527344,97.33000183105469,2.47,1.88,0.03309083475578345,0.0037202972597878414
2019-05-13,7814.9150390625,2811.8701171875,20.549999237060547,97.31999969482422,2.4,1.85,0.225129312624738,-0.02413055719884427
2019-05-14,7994.416015625,2834.409912109375,18.059999465942383,97.52999877929688,2.42,1.86,0.02296902470023965,0.008015944543135589
2019-05-15,8205.16796875,2850.9599609375,16.440000534057617,97.56999969482422,2.37,1.83,0.026362395040874453,0.00583897507464215
2019-05-16,7884.9091796875,2876.320068359375,15.289999961853027,97.83999633789062,2.4,1.84,-0.03903135076359554,0.008895287120600504
2019-05-17,7343.8955078125,2859.530029296875,15.960000038146973,98.0,2.39,1.81,-0.06861381146516154,-0.005837333350761975
2019-05-20,7978.30908203125,2840.22998046875,16.309999465942383,97.93000030517578,2.41,1.81,0.08638651973518074,-0.0067493779153879885
2019-05-21,7963.32763671875,2864.360107421875,14.949999809265137,98.05999755859375,2.43,1.83,-0.0018777719888342093,0.008495835590448308
2019-05-22,7680.06640625,2856.27001953125,14.75,98.11000061035156,2.39,1.79,-0.03557071156568237,-0.0028243962306494508
2019-05-23,7881.8466796875,2822.239990234375,16.920000076293945,97.8499984741211,2.31,1.73,0.02627324592835456,-0.01191414994527018
2019-05-24,7987.37158203125,2826.06005859375,15.850000381469727,97.61000061035156,2.32,1.76,0.013388347506898546,0.0013535590072402126
2019-05-27,8805.7783203125,2826.06005859375,15.850000381469727,97.61000061035156,2.32,1.76,0.10246258482857806,0.0
2019-05-28,8719.9619140625,2802.389892578125,17.5,97.95999908447266,2.26,1.73,-0.00974546520800379,-0.008375676922946718
2019-05-29,8659.4873046875,2783.02001953125,17.899999618530273,98.13999938964844,2.25,1.75,-0.006935191916087824,-0.0069119122568113145
2019-05-30,8319.47265625,2788.860107421875,17.299999237060547,98.13999938964844,2.22,1.74,-0.039264986075266295,0.0020984713906617714
2019-05-31,8574.501953125,2752.06005859375,18.709999084472656,97.75,2.14,1.74,0.030654502684543283,-0.01319537280847849
2019-06-03,8208.9951171875,2744.449951171875,18.860000610351562,97.13999938964844,2.07,1.73,-0.042627179740076904,-0.0027652403144732274
2019-06-04,7707.77099609375,2803.27001953125,16.969999313354492,97.06999969482422,2.12,1.74,-0.06105791439007158,0.021432370568193138
2019-06-05,7824.2314453125,2826.14990234375,16.09000015258789,97.37000274658203,2.12,1.75,0.015109484866347334,0.008161854781411959
2019-06-06,7822.0234375,2843.489990234375,15.930000305175781,97.02999877929688,2.12,1.73,-0.00028220123956368415,0.006135586748687638
2019-06-07,8043.951171875,2873.340087890625,16.299999237060547,96.61000061035156,2.09,1.74,0.02837216433167966,0.01049769746289475
2019-06-10,8000.32958984375,2886.72998046875,15.9399995803833,96.76000213623047,2.15,1.73,-0.005422904875873602,0.0046600444669098184
2019-06-11,7927.71435546875,2885.719970703125,15.989999771118164,96.69000244140625,2.15,1.72,-0.009076530355347279,-0.00034988023558091275
2019-06-12,8145.857421875,2879.840087890625,15.90999984741211,97.0,2.13,1.71,0.027516514423324256,-0.0020375791387226005
2019-06-13,8230.923828125,2891.639892578125,15.819999694824219,97.01000213623047,2.1,1.68,0.010442903901259237,0.004097381912668174
2019-06-14,8693.8330078125,2886.97998046875,15.279999732971191,97.56999969482422,2.09,1.63,0.05624024585256682,-0.001611511904139773
2019-06-17,9320.3525390625,2889.669921875,15.350000381469727,97.55999755859375,2.09,1.61,0.07206482235016409,0.0009317492412306283
2019-06-18,9081.7626953125,2917.75,15.149999618530273,97.63999938964844,2.06,1.64,-0.025598800340442818,0.009717399870633026
2019-06-19,9273.521484375,2926.4599609375,14.329999923706055,97.12000274658203,2.03,1.67,0.021114710381221036,0.002985163546397107
2019-06-20,9527.16015625,2954.179931640625,14.75,96.62999725341797,2.01,1.74,0.027350847496536934,0.009472185190685156
2019-06-21,10144.556640625,2950.4599609375,15.399999618530273,96.22000122070312,2.07,1.73,0.06480383180815696,-0.0012592227925193322
2019-06-24,11011.1025390625,2945.35009765625,15.260000228881836,95.9800033569336,2.02,1.71,0.08541979005443379,-0.0017318870104667816
2019-06-25,11790.9169921875,2917.3798828125,16.280000686645508,96.16000366210938,2.0,1.67,0.07082074209722089,-0.009496397343734198
2019-06-26,13016.2314453125,2913.780029296875,16.209999084472656,96.20999908447266,2.05,1.7,0.10392020009443503,-0.0012339337557076835
2019-06-27,11182.806640625,2924.919921875,15.819999694824219,96.19000244140625,2.01,1.68,-0.14085680731712602,0.003823175554131808
2019-06-28,12407.33203125,2941.760009765625,15.079999923706055,96.12999725341797,2.0,1.69,0.1095007210601795,0.0057574526279098315
2019-07-01,10583.134765625,2964.330078125,14.0600004196167,96.83999633789062,2.03,1.69,-0.14702574743953378,0.007672301032188189
2019-07-02,10801.677734375,2973.010009765625,12.930000305175781,96.7300033569336,1.98,1.65,0.020650116774459715,0.002928125887423194
2019-07-03,11961.26953125,2995.820068359375,12.569999694824219,96.7699966430664,1.96,1.65,0.1073529339969792,0.007672378673070135
2019-07-04,11215.4375,2995.820068359375,12.569999694824219,96.7699966430664,1.96,1.65,-0.06235391898004139,0.0
2019-07-05,10978.4599609375,2990.409912109375,13.279999732971191,97.25,2.04,1.69,-0.02112958491922401,-0.00180590159841032
2019-07-08,12285.9580078125,2975.949951171875,13.960000038146973,97.37999725341797,2.05,1.7,0.11909667216779174,-0.004835444424841517
2019-07-09,12573.8125,2979.6298828125,14.09000015258789,97.48999786376953,2.07,1.71,0.023429552014133215,0.0012365569653400854
2019-07-10,12156.5126953125,2993.070068359375,13.029999732971191,97.0999984741211,2.07,1.74,-0.03318800918078746,0.0045106896075925995
2019-07-11,11358.662109375,2999.909912109375,12.930000305175781,97.05000305175781,2.13,1.77,-0.06563153479411477,0.002285226738359958
2019-07-12,11815.986328125,3013.77001953125,12.390000343322754,96.80999755859375,2.12,1.77,0.04026215537942113,0.004620174547884881
2019-07-15,10895.08984375,3014.300048828125,12.680000305175781,96.93000030517578,2.09,1.77,-0.07793648865207603,0.00017586919155743175
2019-07-16,9477.6416015625,3004.0400390625,12.859999656677246,97.4000015258789,2.13,1.8,-0.13009972955850602,-0.003403778522185874
2019-07-17,9693.802734375,2984.419921875,13.970000267028809,97.22000122070312,2.06,1.75,0.022807481217359316,-0.006531243569450895
2019-07-18,10666.482421875,2995.110107421875,13.529999732971191,96.79000091552734,2.04,1.79,0.10034036323545137,0.003581997784064761
2019-07-19,10530.732421875,2976.610107421875,14.449999809265137,97.1500015258789,2.05,1.8,-0.012726782329064878,-0.00617673452276668
2019-07-22,10343.1064453125,2985.030029296875,13.529999732971191,97.26000213623047,2.05,1.79,-0.017816992118492525,0.002828694915066654
2019-07-23,9900.767578125,3005.469970703125,12.609999656677246,97.70999908447266,2.08,1.81,-0.04276653919461193,0.006847482673755456
2019-07-24,9811.92578125,3019.56005859375,12.069999694824219,97.7300033569336,2.05,1.79,-0.00897322315406024,0.004688147952890187
2019-07-25,9911.841796875,3003.669921875,12.739999771118164,97.81999969482422,2.08,1.8,0.01018311979244002,-0.005262401280453521
2019-07-26,9870.3037109375,3025.860107421875,12.15999984741211,98.01000213623047,2.08,1.78,-0.004190753523789725,0.007387691099234761
2019-07-29,9519.1455078125,3020.969970703125,12.829999923706055,98.04000091552734,2.06,1.77,-0.035577243964223126,-0.0016161146071345112
2019-07-30,9607.423828125,3013.179931640625,13.9399995803833,98.05000305175781,2.06,1.78,0.00927376519668166,-0.0025786549148275606
2019-07-31,10085.6279296875,2980.3798828125,16.1200008392334,98.5199966430664,2.02,1.76,0.04977443590680308,-0.010885526112695776
2019-08-01,10399.6689453125,2953.56005859375,17.8700008392334,98.38999938964844,1.9,1.7,0.031137477786643997,-0.00899879386967306
2019-08-02,10518.1748046875,2932.050048828125,17.610000610351562,98.0999984741211,1.86,1.66,0.01139515690337567,-0.007282739927037873
2019-08-05,11805.6533203125,2844.739990234375,24.59000015258789,97.5,1.75,1.6,0.12240512632013179,-0.0297778200029859
2019-08-06,11478.1689453125,2881.77001953125,20.170000076293945,97.62999725341797,1.73,1.62,-0.027739623222421628,0.013017017169932643
2019-08-07,11941.96875,2883.97998046875,19.489999771118164,97.54000091552734,1.71,1.62,0.040407124768529146,0.0007668762331907164
2019-08-08,11966.4072265625,2938.090087890625,16.90999984741211,97.62000274658203,1.72,1.65,0.002046436150864972,0.018762303409984193
2019-08-09,11862.9365234375,2918.64990234375,17.969999313354492,97.48999786376953,1.74,1.66,-0.008646764326666112,-0.00661660635492356
2019-08-12,11382.6162109375,2882.699951171875,21.09000015258789,97.37999725341797,1.65,1.61,-0.04048915810609244,-0.012317322177972212
2019-08-13,10895.830078125,2926.320068359375,17.520000457763672,97.80999755859375,1.68,1.63,-0.0427657511938907,0.015131688322181258
2019-08-14,10051.7041015625,2840.60009765625,22.100000381469727,97.98999786376953,1.59,1.57,-0.07747238810719048,-0.029292752911742603
2019-08-15,10311.5458984375,2847.60009765625,21.18000030517578,98.13999938964844,1.52,1.54,0.025850521886593203,0.0024642680276520945
2019-08-16,10374.3388671875,2888.679931640625,18.469999313354492,98.13999938964844,1.55,1.54,0.006089578552864294,0.014426124657807904
2019-08-19,10916.0537109375,2923.64990234375,16.8799991607666,98.3499984741211,1.6,1.56,0.052216806360872114,0.012105865492430645
2019-08-20,10763.232421875,2900.510009765625,17.5,98.19000244140625,1.55,1.53,-0.013999682770833077,-0.007914727601131322
2019-08-21,10138.0498046875,2924.429931640625,15.800000190734863,98.30000305175781,1.59,1.54,-0.0580850243386819,0.00824679859557964
2019-08-22,10131.0556640625,2922.949951171875,16.68000030517578,98.16999816894531,1.62,1.55,-0.0006898901425563819,-0.0005060748601761755
2019-08-23,10407.96484375,2847.110107421875,19.8700008392334,97.63999938964844,1.52,1.54,0.027332707357414776,-0.025946336754618105
2019-08-26,10370.8203125,2878.3798828125,19.31999969482422,98.08000183105469,1.54,1.54,-0.0035688563333594603,0.010982987735216332
2019-08-27,10185.5,2869.159912109375,20.309999465942383,98.0,1.49,1.55,-0.017869397686568034,-0.003203180635808267
2019-08-28,9754.4228515625,2887.93994140625,19.350000381469727,98.20999908447266,1.47,1.55,-0.0423226300562074,0.006545480165679685
2019-08-29,9510.2001953125,2924.580078125,17.8799991607666,98.51000213623047,1.5,1.59,-0.02503712008044423,0.012687291793508804
2019-08-30,9598.173828125,2926.4599609375,18.979999542236328,98.91999816894531,1.5,1.55,0.009250450148868827,0.0006427872591217021
2019-09-02,10346.7607421875,2926.4599609375,18.979999542236328,98.91999816894531,1.5,1.55,0.07799263979455717,0.0
2019-09-03,10623.5400390625,2906.27001953125,19.65999984741211,98.94999694824219,1.47,1.5,0.02675033314982045,-0.00689910050906084
2019-09-04,10594.4931640625,2937.780029296875,17.329999923706055,98.44999694824219,1.47,1.51,-0.002734199230500889,0.010842079212828093
2019-09-05,10575.533203125,2976.0,16.270000457763672,98.41000366210938,1.57,1.56,-0.0017896052830365106,0.013009813642266721
2019-09-06,10353.302734375,2978.7099609375,15.0,98.38999938964844,1.55,1.54,-0.021013642005712985,0.0009106051537297599
2019-09-09,10334.974609375,2978.429931640625,15.270000457763672,98.27999877929688,1.63,1.57,-0.001770268432231492,-9.401025965849463e-05
2019-09-10,10115.9755859375,2979.389892578125,15.199999809265137,98.33000183105469,1.72,1.6,-0.02119008819226731,0.0003223043548219451
2019-09-11,10178.3720703125,3000.929931640625,14.609999656677246,98.6500015258789,1.75,1.6,0.006168113381149309,0.007229681189480308
2019-09-12,10410.126953125,3009.570068359375,14.220000267028809,98.30999755859375,1.79,1.63,0.022769346729666573,0.002879153101061016
2019-09-13,10360.546875,3007.389892578125,13.739999771118164,98.26000213623047,1.9,1.67,-0.004762677568511009,-0.0007244143620946941
2019-09-16,10276.7939453125,2997.9599609375,14.670000076293945,98.6500015258789,1.84,1.67,-0.008083832899747345,-0.0031355866640028207
2019-09-17,10241.2724609375,3005.699951171875,14.4399995803833,98.26000213623047,1.81,1.66,-0.003456475294145833,0.0025817523700197853
2019-09-18,10198.248046875,3006.72998046875,13.949999809265137,98.5999984741211,1.8,1.59,-0.004201080893668663,0.00034269198975556137
2019-09-19,10266.4150390625,3006.7900390625,14.050000190734863,98.2699966430664,1.79,1.61,0.0066841865263698175,1.997472142156731e-05
2019-09-20,10181.6416015625,2992.070068359375,15.319999694824219,98.51000213623047,1.74,1.61,-0.008257355384274523,-0.0048955765157830955
2019-09-23,9729.32421875,2991.780029296875,14.90999984741211,98.5999984741211,1.72,1.61,-0.04442479911521202,-9.693591923765066e-05
2019-09-24,8620.56640625,2966.60009765625,17.049999237060547,98.33999633789062,1.64,1.58,-0.1139604136496184,-0.008416371322106486
2019-09-25,8486.9931640625,2984.8701171875,15.960000038146973,99.04000091552734,1.73,1.6,-0.015494717619790932,0.006158571742003405
2019-09-26,8118.9677734375,2977.6201171875,16.06999969482422,99.20999908447266,1.7,1.57,-0.043363460239767226,-0.002428916406865711
2019-09-27,8251.845703125,2961.7900390625,17.219999313354492,99.11000061035156,1.69,1.53,0.01636635757099958,-0.005316352490240539
2019-09-30,8293.8681640625,2976.739990234375,16.239999771118164,99.37999725341797,1.68,1.53,0.005092492328302445,0.005047606675254723
2019-10-01,8343.2763671875,2940.25,18.559999465942383,99.12999725341797,1.65,1.52,0.005957196587605074,-0.012258373372913245
2019-10-02,8393.0419921875,2887.610107421875,20.559999465942383,99.04000091552734,1.6,1.5,0.005964758065035269,-0.017903202985502964
2019-10-03,8259.9921875,2910.6298828125,19.1200008392334,98.86000061035156,1.54,1.48,-0.015852393543526522,0.00797191259701524
2019-10-04,8205.939453125,2952.010009765625,17.040000915527344,98.80999755859375,1.52,1.5,-0.006543920762636879,0.014216897585460186
2019-10-07,8245.623046875,2938.7900390625,17.860000610351562,98.98999786376953,1.56,1.51,0.004835959852821814,-0.004478294673592398
2019-10-08,8228.783203125,2893.06005859375,20.280000686645508,99.13999938964844,1.54,1.48,-0.0020422766908295698,-0.015560819201407838
2019-10-09,8595.740234375,2919.39990234375,18.639999389648438,99.12000274658203,1.59,1.49,0.0445943248463081,0.0091044925499415
2019-10-10,8586.4736328125,2938.1298828125,17.56999969482422,98.70999908447266,1.67,1.52,-0.0010780457889411066,0.006415695380997066
2019-10-11,8321.7568359375,2970.27001953125,15.579999923706055,98.30000305175781,1.76,1.56,-0.030829512579344187,0.010938977513132997
2019-10-14,8374.6865234375,2966.14990234375,14.569999694824219,98.44999694824219,1.76,1.56,0.0063603982360338485,-0.0013871187334510982
2019-10-15,8205.369140625,2995.679931640625,13.539999961853027,98.29000091552734,1.77,1.56,-0.020217757684260373,0.009955676641137279
2019-10-16,8047.52685546875,2989.68994140625,13.680000305175781,98.01000213623047,1.75,1.57,-0.019236463643636514,-0.0019995427986508885
2019-10-17,8103.9111328125,2997.949951171875,13.789999961853027,97.61000061035156,1.76,1.59,0.007006410585064904,0.0027628315736780706
2019-10-18,7973.20751953125,2986.199951171875,14.25,97.27999877929688,1.76,1.6,-0.016128460830725944,-0.003919344949506964
2019-10-21,8243.720703125,3006.719970703125,14.0,97.33000183105469,1.8,1.61,0.03392777410234182,0.006871616056117524
2019-10-22,8078.203125,2995.989990234375,14.460000038146973,97.52999877929688,1.78,1.61,-0.020078018662405217,-0.003568666378412577
2019-10-23,7514.671875,3004.52001953125,14.010000228881836,97.47000122070312,1.77,1.61,-0.06975948008239763,0.0028471487971184484
2019-10-24,7493.48876953125,3010.2900390625,13.710000038146973,97.62999725341797,1.77,1.62,-0.002818899590176671,0.0019204463587332299
2019-10-25,8660.7001953125,3022.550048828125,12.649999618530273,97.83000183105469,1.8,1.65,0.15576341830619223,0.004072700506109195
2019-10-28,9256.1484375,3039.419921875,13.109999656677246,97.76000213623047,1.85,1.64,0.06875289858316291,0.005581337868471481
2019-10-29,9427.6875,3036.889892578125,13.199999809265137,97.69000244140625,1.84,1.61,0.018532445072405368,-0.0008324053147991117
2019-10-30,9205.7265625,3046.77001953125,12.329999923706055,97.6500015258789,1.78,1.57,-0.02354351875791383,0.00325337015914573
2019-10-31,9199.5849609375,3037.56005859375,13.220000267028809,97.3499984741211,1.69,1.54,-0.000667150118005666,-0.0030228605633046968
2019-11-01,9261.1044921875,3066.909912109375,12.300000190734863,97.23999786376953,1.73,1.59,0.006687207250242189,0.009662312168146059
2019-11-04,9412.6123046875,3078.27001953125,12.829999923706055,97.51000213623047,1.79,1.64,0.016359583527840504,0.003704089049704651
2019-11-05,9342.52734375,3074.6201171875,13.100000381469727,97.9800033569336,1.86,1.68,-0.007445856545328811,-0.001185699214361291
2019-11-06,9360.8798828125,3076.780029296875,12.619999885559082,97.94999694824219,1.81,1.66,0.001964408386214478,0.0007024972279667807
2019-11-07,9267.5615234375,3085.179931640625,12.729999542236328,98.13999938964844,1.92,1.69,-0.009968973060571096,0.0027300951851503275
2019-11-08,8804.880859375,3093.080078125,12.069999694824219,98.3499984741211,1.94,1.71,-0.049924746967407674,0.0025606760900243053
2019-11-11,8757.7880859375,3087.010009765625,12.6899995803833,98.19999694824219,1.94,1.71,-0.005348485026615446,-0.0019624672514313435
2019-11-12,8815.662109375,3091.840087890625,12.680000305175781,98.30999755859375,1.92,1.7,0.006608292284490114,0.0015646460846321375
2019-11-13,8808.2626953125,3094.0400390625,13.0,98.37000274658203,1.88,1.66,-0.0008393486468396549,0.0007115345908383919
2019-11-14,8708.0947265625,3096.6298828125,13.050000190734863,98.16000366210938,1.82,1.62,-0.011372046022572246,0.0008370427393644686
2019-11-15,8491.9921875,3120.4599609375,12.050000190734863,98.0,1.84,1.63,-0.024816282533459022,0.007695488006902673
2019-11-18,8309.2861328125,3122.030029296875,12.460000038146973,97.79000091552734,1.81,1.63,-0.021515099243312852,0.0005031528617669423
2019-11-19,8206.1455078125,3120.179931640625,12.859999656677246,97.86000061035156,1.79,1.63,-0.012412693864603863,-0.0005925944462060739
2019-11-20,8027.26806640625,3108.4599609375,12.779999732971191,97.93000030517578,1.73,1.6,-0.021797985575073398,-0.003756184245747196
2019-11-21,7642.75,3103.5400390625,13.130000114440918,97.98999786376953,1.77,1.63,-0.04790148568918984,-0.0015827522106851566
2019-11-22,7296.57763671875,3110.2900390625,12.34000015258789,98.2699966430664,1.77,1.62,-0.045294215208040334,0.0021749356911917594
2019-11-25,7146.1337890625,3133.639892578125,11.869999885559082,98.31999969482422,1.76,1.62,-0.020618412514267992,0.007507291353015866
2019-11-26,7218.37109375,3140.52001953125,11.539999961853027,98.25,1.74,1.62,0.010108585540066883,0.0021955703874654287
2019-11-27,7531.66357421875,3153.6298828125,11.75,98.41000366210938,1.77,1.63,0.04340210227484875,0.004174424362754614
2019-11-28,7463.10595703125,3153.6298828125,11.75,98.41000366210938,1.77,1.63,-0.009102586236349741,0.0
2019-11-29,7761.24365234375,3140.97998046875,12.619999885559082,98.2699966430664,1.78,1.61,0.039948206152910615,-0.004011219709926239
2019-12-02,7321.98828125,3113.8701171875,14.90999984741211,97.86000061035156,1.83,1.65,-0.05659600326567549,-0.008631020716408422
2019-12-03,7320.1455078125,3093.199951171875,15.960000038146973,97.73999786376953,1.72,1.63,-0.00025167664392733435,-0.00663809511563529
2019-12-04,7252.03466796875,3112.760009765625,14.800000190734863,97.6500015258789,1.77,1.66,-0.00930457458407874,0.00632356747139462
2019-12-05,7448.3076171875,3117.429931640625,14.520000457763672,97.41000366210938,1.8,1.67,0.02706453543109233,0.0015002511791302187
2019-12-06,7546.99658203125,3145.909912109375,13.619999885559082,97.69999694824219,1.84,1.69,0.013249850827323328,0.009135724328457329
2019-12-09,7400.8994140625,3135.9599609375,15.859999656677246,97.63999938964844,1.83,1.69,-0.019358319085050923,-0.00316282139344648
2019-12-10,7278.11962890625,3132.52001953125,15.680000305175781,97.41000366210938,1.85,1.71,-0.01658984648851669,-0.0010969340964486207
2019-12-11,7217.42724609375,3141.6298828125,14.989999771118164,97.16000366210938,1.79,1.69,-0.008339019679128423,0.002908158040315856
2019-12-12,7243.13427734375,3168.570068359375,13.9399995803833,97.4000015258789,1.9,1.72,0.0035617998454939848,0.008575225775086182
2019-12-13,7269.6845703125,3168.800048828125,12.630000114440918,97.16999816894531,1.82,1.7,0.0036655806660659263,7.258178414493166e-05
2019-12-16,6932.48046875,3191.449951171875,12.140000343322754,97.06999969482422,1.89,1.73,-0.04638497011817455,0.007147785279833618
2019-12-17,6640.51513671875,3192.52001953125,12.289999961853027,97.20999908447266,1.89,1.75,-0.04211556503438585,0.00033529222633799094
2019-12-18,7276.802734375,3191.139892578125,12.579999923706055,97.41000366210938,1.92,1.76,0.0958190117115909,-0.00043230017186479675
2019-12-19,7202.84423828125,3205.3701171875,12.5,97.41999816894531,1.92,1.77,-0.010163597776861044,0.004459292004863613
2019-12-20,7218.81640625,3221.219970703125,12.510000228881836,97.70999908447266,1.92,1.77,0.0022174806840695727,0.004944781081796634
2019-12-23,7355.62841796875,3224.010009765625,12.609999656677246,97.66000366210938,1.93,1.75,0.01895213896841863,0.0008661436002121992
2019-12-24,7322.5322265625,3223.3798828125,12.670000076293945,97.6500015258789,1.9,1.75,-0.004499437644974069,-0.00019544819997963092
2019-12-25,7275.15576171875,3223.3798828125,12.670000076293945,97.6500015258789,1.9,1.75,-0.006469956481979233,0.0
2019-12-26,7238.966796875,3239.909912109375,12.649999618530273,97.58999633789062,1.9,1.74,-0.004974321654276248,0.005128166675301138
2019-12-27,7290.08837890625,3240.02001953125,13.430000305175781,96.91999816894531,1.88,1.73,0.007061999794407026,3.398471712534601e-05
2019-12-30,7292.9951171875,3221.2900390625,14.819999694824219,96.73999786376953,1.9,1.75,0.00039872469717394665,-0.005780822450430323
2019-12-31,7193.59912109375,3230.780029296875,13.779999732971191,96.38999938964844,1.92,1.77,-0.013628967865274233,0.0029460216619106028
2020-01-01,7200.17431640625,3230.780029296875,13.779999732971191,96.38999938964844,1.92,1.77,0.0009140341575637478,0.0
2020-01-02,6985.47021484375,3257.85009765625,12.470000267028809,96.8499984741211,1.88,1.8,-0.029819292162590716,0.008378802677341701
2020-01-03,7344.88427734375,3234.85009765625,14.020000457763672,96.83999633789062,1.8,1.77,0.05145166344511276,-0.007059870562045378
2020-01-06,7769.21923828125,3246.280029296875,13.850000381469727,96.66999816894531,1.81,1.75,0.057772858620307455,0.0035333728907271933
2020-01-07,8163.6923828125,3237.179931640625,13.789999961853027,96.9800033569336,1.83,1.74,0.050773846435889336,-0.0028032386528962228
2020-01-08,8079.86279296875,3253.050048828125,13.449999809265137,97.30000305175781,1.87,1.75,-0.010268587535248286,0.004902451368978156
